county_fips,tract_fips,year,measure_id,measure_name,data_value,low_ci,high_ci,unit,total_pop
36059,36059416401,2023,LPA,No leisure-time physical activity among adults,18.6,15.3,22.2,%,3966
36059,36059414303,2023,OBESITY,Obesity among adults,33.1,29.3,37.1,%,4640
36055,36055009404,2023,STROKE,Stroke among adults,2.6,2.3,3.0,%,633
36059,36059301500,2023,DIABETES,Diagnosed diabetes among adults,7.5,6.6,8.5,%,3250
36059,36059411100,2023,OBESITY,Obesity among adults,38.1,34.0,42.1,%,5208
36059,36059406300,2023,OBESITY,Obesity among adults,25.0,21.7,28.5,%,3883
36055,36055011712,2023,DIABETES,Diagnosed diabetes among adults,8.8,7.5,10.1,%,5482
36059,36059521602,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.9,8.9,10.9,%,3327
36059,36059416000,2023,STROKE,Stroke among adults,2.8,2.4,3.2,%,4079
36055,36055011507,2023,OBESITY,Obesity among adults,28.0,23.6,32.5,%,3969
36059,36059404800,2023,OBESITY,Obesity among adults,34.1,30.4,38.0,%,6782
36059,36059407802,2023,CHD,Coronary heart disease among adults,8.5,7.1,9.9,%,1114
36055,36055012800,2023,CSMOKING,Current cigarette smoking among adults,6.8,5.4,8.3,%,4577
36059,36059301101,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.6,6.9,8.4,%,6956
36059,36059408900,2023,BPHIGH,High blood pressure among adults,29.9,27.3,32.5,%,5784
36055,36055011506,2023,STROKE,Stroke among adults,2.9,2.5,3.4,%,3971
36059,36059410600,2023,STROKE,Stroke among adults,2.9,2.6,3.3,%,7741
36059,36059300901,2023,CHD,Coronary heart disease among adults,5.3,4.6,6.3,%,2828
36055,36055014400,2023,CSMOKING,Current cigarette smoking among adults,12.3,9.9,14.9,%,4715
36059,36059302600,2023,STROKE,Stroke among adults,2.4,2.1,2.7,%,2519
36059,36059301200,2023,CHD,Coronary heart disease among adults,5.0,4.4,5.7,%,6191
36059,36059413804,2023,CSMOKING,Current cigarette smoking among adults,8.0,6.3,9.9,%,3857
36059,36059413700,2023,DIABETES,Diagnosed diabetes among adults,11.0,9.6,12.5,%,5700
36055,36055011800,2023,CSMOKING,Current cigarette smoking among adults,10.2,7.8,12.9,%,5345
36059,36059521902,2023,LPA,No leisure-time physical activity among adults,17.2,13.8,20.6,%,4500
36055,36055013902,2023,CHD,Coronary heart disease among adults,6.4,5.7,7.1,%,4207
36057,36057072400,2023,LPA,No leisure-time physical activity among adults,31.1,26.3,36.0,%,2598
36055,36055012305,2023,OBESITY,Obesity among adults,24.5,20.7,28.7,%,4502
36059,36059415802,2023,STROKE,Stroke among adults,2.5,2.1,2.9,%,7108
36059,36059301000,2023,CANCER,Cancer (non-skin) or melanoma among adults,12.8,11.7,14.1,%,5706
36059,36059416202,2023,STROKE,Stroke among adults,3.1,2.7,3.4,%,4928
36059,36059409900,2023,STROKE,Stroke among adults,3.1,2.7,3.4,%,8312
36059,36059519703,2023,CHD,Coronary heart disease among adults,4.7,4.0,5.4,%,3761
36059,36059413400,2023,COPD,Chronic obstructive pulmonary disease among adults,4.2,3.4,5.2,%,5982
36059,36059301101,2023,STROKE,Stroke among adults,2.6,2.3,2.9,%,6956
36059,36059415101,2023,BPHIGH,High blood pressure among adults,31.1,28.3,33.9,%,2790
36055,36055009403,2023,DIABETES,Diagnosed diabetes among adults,9.2,7.8,10.5,%,653
36059,36059413900,2023,CSMOKING,Current cigarette smoking among adults,8.6,6.9,10.4,%,8495
36059,36059409800,2023,CHD,Coronary heart disease among adults,4.7,4.2,5.3,%,5790
36059,36059414304,2023,CHD,Coronary heart disease among adults,5.4,4.8,6.1,%,3963
36059,36059413700,2023,BPHIGH,High blood pressure among adults,33.7,30.9,36.4,%,5700
36055,36055013208,2023,CHD,Coronary heart disease among adults,5.5,4.8,6.2,%,2478
36059,36059517600,2023,CHD,Coronary heart disease among adults,5.7,5.0,6.6,%,4837
36059,36059301400,2023,LPA,No leisure-time physical activity among adults,15.0,12.7,18.0,%,2193
36059,36059302300,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.4,7.7,9.2,%,5044
36059,36059405600,2023,COPD,Chronic obstructive pulmonary disease among adults,4.9,3.9,6.0,%,4163
36055,36055009601,2023,LPA,No leisure-time physical activity among adults,44.6,39.9,49.2,%,1791
36059,36059407402,2023,COPD,Chronic obstructive pulmonary disease among adults,6.4,5.5,7.5,%,3571
36059,36059408200,2023,BPHIGH,High blood pressure among adults,30.9,28.3,33.5,%,6848
36059,36059517201,2023,DIABETES,Diagnosed diabetes among adults,12.3,10.7,13.9,%,4471
36059,36059406300,2023,BPHIGH,High blood pressure among adults,29.5,26.7,32.1,%,3883
36059,36059412700,2023,BPHIGH,High blood pressure among adults,28.9,26.2,31.6,%,4129
36059,36059415000,2023,LPA,No leisure-time physical activity among adults,22.5,18.9,26.2,%,5948
36059,36059519802,2023,COPD,Chronic obstructive pulmonary disease among adults,4.3,3.4,5.2,%,5204
36059,36059408500,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.3,8.4,10.2,%,6352
36055,36055009200,2023,CSMOKING,Current cigarette smoking among adults,27.1,23.9,30.4,%,1322
36055,36055013507,2023,LPA,No leisure-time physical activity among adults,24.5,20.4,28.7,%,5667
36055,36055009301,2023,OBESITY,Obesity among adults,46.9,41.8,52.2,%,2554
36055,36055011705,2023,COPD,Chronic obstructive pulmonary disease among adults,5.6,4.5,6.9,%,2615
36059,36059411901,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.1,9.0,11.1,%,3704
36055,36055014104,2023,DIABETES,Diagnosed diabetes among adults,12.3,10.5,14.2,%,3822
36059,36059300901,2023,COPD,Chronic obstructive pulmonary disease among adults,3.9,3.1,5.0,%,2828
36059,36059301700,2023,LPA,No leisure-time physical activity among adults,15.2,12.9,17.9,%,2809
36059,36059405100,2023,OBESITY,Obesity among adults,33.2,29.2,37.1,%,8317
36059,36059416000,2023,CHD,Coronary heart disease among adults,5.5,4.7,6.3,%,4079
36055,36055015200,2023,OBESITY,Obesity among adults,30.3,25.9,35.2,%,6904
36059,36059411301,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.4,8.5,10.4,%,4329
36055,36055014601,2023,OBESITY,Obesity among adults,29.6,25.3,34.3,%,5580
36055,36055014206,2023,CSMOKING,Current cigarette smoking among adults,12.4,10.1,14.9,%,3519
36055,36055014901,2023,CANCER,Cancer (non-skin) or melanoma among adults,10.1,9.1,11.1,%,5614
36059,36059301101,2023,DIABETES,Diagnosed diabetes among adults,9.9,8.6,11.1,%,6956
36055,36055009602,2023,DIABETES,Diagnosed diabetes among adults,22.0,19.7,24.5,%,1618
36059,36059408000,2023,COPD,Chronic obstructive pulmonary disease among adults,4.1,3.3,4.9,%,6490
36059,36059302102,2023,OBESITY,Obesity among adults,24.0,20.9,27.3,%,3534
36059,36059406801,2023,CHD,Coronary heart disease among adults,4.7,4.2,5.3,%,5183
36059,36059409500,2023,LPA,No leisure-time physical activity among adults,20.5,17.6,23.7,%,3961
36059,36059520700,2023,COPD,Chronic obstructive pulmonary disease among adults,4.6,3.6,5.6,%,4738
36059,36059302200,2023,BPHIGH,High blood pressure among adults,29.4,26.9,31.9,%,3882
36059,36059416100,2023,CHD,Coronary heart disease among adults,5.1,4.4,5.8,%,6410
36059,36059301200,2023,COPD,Chronic obstructive pulmonary disease among adults,3.8,3.1,4.7,%,6191
36059,36059415700,2023,DIABETES,Diagnosed diabetes among adults,8.2,7.0,9.5,%,5932
36055,36055014803,2023,CHD,Coronary heart disease among adults,5.5,4.7,6.3,%,3797
36059,36059303800,2023,STROKE,Stroke among adults,2.6,2.2,2.9,%,5005
36055,36055014301,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.9,8.9,10.9,%,2927
36059,36059416600,2023,OBESITY,Obesity among adults,28.2,24.6,32.0,%,5638
36059,36059301400,2023,STROKE,Stroke among adults,2.1,1.8,2.4,%,2193
36059,36059416802,2023,CSMOKING,Current cigarette smoking among adults,8.8,6.8,11.1,%,4279
36055,36055013003,2023,COPD,Chronic obstructive pulmonary disease among adults,3.5,2.8,4.3,%,1675
36059,36059405500,2023,BPHIGH,High blood pressure among adults,30.0,27.3,32.5,%,5574
36059,36059412600,2023,CHD,Coronary heart disease among adults,4.0,3.5,4.6,%,4305
36059,36059304100,2023,STROKE,Stroke among adults,2.8,2.5,3.2,%,4576
36059,36059300500,2023,OBESITY,Obesity among adults,24.8,21.5,28.0,%,5847
36055,36055012201,2023,OBESITY,Obesity among adults,22.8,19.2,26.8,%,5944
36055,36055013101,2023,BPHIGH,High blood pressure among adults,36.2,32.9,39.6,%,6633
36059,36059407401,2023,STROKE,Stroke among adults,3.2,2.8,3.5,%,5971
36059,36059302600,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.0,7.2,8.8,%,2519
36055,36055012301,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.5,10.4,12.7,%,5998
36059,36059410600,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.4,6.7,8.1,%,7741
36055,36055011710,2023,CHD,Coronary heart disease among adults,5.1,4.4,5.9,%,5967
36059,36059411301,2023,STROKE,Stroke among adults,2.4,2.1,2.8,%,4329
36059,36059415802,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.5,8.6,10.5,%,7108
36055,36055011201,2023,LPA,No leisure-time physical activity among adults,24.0,19.9,28.7,%,3528
36055,36055011601,2023,CHD,Coronary heart disease among adults,6.6,5.6,7.7,%,5742
36055,36055013702,2023,DIABETES,Diagnosed diabetes among adults,11.1,9.7,12.7,%,3594
36059,36059407501,2023,STROKE,Stroke among adults,3.5,3.1,3.9,%,5279
36059,36059517600,2023,BPHIGH,High blood pressure among adults,31.8,29.0,34.6,%,4837
36055,36055014602,2023,CSMOKING,Current cigarette smoking among adults,13.6,11.6,15.9,%,4983
36055,36055013509,2023,COPD,Chronic obstructive pulmonary disease among adults,5.8,4.7,7.1,%,2657
36059,36059406600,2023,DIABETES,Diagnosed diabetes among adults,7.9,6.8,9.1,%,4381
36059,36059404600,2023,CHD,Coronary heart disease among adults,5.0,4.3,5.7,%,4348
36059,36059303600,2023,CSMOKING,Current cigarette smoking among adults,8.7,6.8,11.1,%,8658
36055,36055014501,2023,CHD,Coronary heart disease among adults,6.1,5.3,7.1,%,4550
36059,36059406801,2023,LPA,No leisure-time physical activity among adults,34.9,30.3,39.0,%,5183
36055,36055009301,2023,STROKE,Stroke among adults,5.9,5.3,6.6,%,2554
36059,36059416401,2023,DIABETES,Diagnosed diabetes among adults,7.1,6.0,8.2,%,3966
36055,36055009200,2023,DIABETES,Diagnosed diabetes among adults,25.1,22.8,27.8,%,1322
36055,36055010902,2023,OBESITY,Obesity among adults,34.2,29.5,39.1,%,3253
36055,36055009601,2023,DIABETES,Diagnosed diabetes among adults,21.7,19.4,24.0,%,1791
36059,36059300700,2023,LPA,No leisure-time physical activity among adults,21.4,18.0,25.6,%,6604
36059,36059412900,2023,DIABETES,Diagnosed diabetes among adults,11.5,10.0,13.0,%,6310
36059,36059301600,2023,COPD,Chronic obstructive pulmonary disease among adults,3.4,2.8,3.9,%,4794
36059,36059407000,2023,CHD,Coronary heart disease among adults,6.9,6.1,7.7,%,8169
36055,36055012201,2023,STROKE,Stroke among adults,1.8,1.6,2.1,%,5944
36055,36055014003,2023,CSMOKING,Current cigarette smoking among adults,13.6,11.1,16.3,%,4641
36055,36055013603,2023,STROKE,Stroke among adults,3.6,3.0,4.2,%,5619
36059,36059405800,2023,BPHIGH,High blood pressure among adults,30.3,27.6,33.0,%,4119
36055,36055014004,2023,COPD,Chronic obstructive pulmonary disease among adults,8.9,7.5,10.4,%,3990
36059,36059406802,2023,LPA,No leisure-time physical activity among adults,39.1,34.1,44.3,%,5556
36055,36055010100,2023,LPA,No leisure-time physical activity among adults,23.4,19.2,27.3,%,3555
36059,36059412100,2023,STROKE,Stroke among adults,2.9,2.5,3.3,%,6527
36055,36055013300,2023,LPA,No leisure-time physical activity among adults,21.4,17.5,25.5,%,3490
36059,36059519704,2023,OBESITY,Obesity among adults,23.8,20.7,27.1,%,3239
36055,36055014504,2023,STROKE,Stroke among adults,3.0,2.6,3.4,%,5401
36055,36055009402,2023,CANCER,Cancer (non-skin) or melanoma among adults,6.4,5.8,7.0,%,2092
36059,36059405200,2023,CHD,Coronary heart disease among adults,5.0,4.4,5.6,%,6857
36059,36059300902,2023,OBESITY,Obesity among adults,21.0,18.2,24.0,%,5464
36057,36057072400,2023,DIABETES,Diagnosed diabetes among adults,13.2,11.4,15.1,%,2598
36059,36059416802,2023,DIABETES,Diagnosed diabetes among adults,9.5,8.3,11.0,%,4279
36055,36055014505,2023,COPD,Chronic obstructive pulmonary disease among adults,5.7,4.6,6.8,%,5309
36057,36057072500,2023,BPHIGH,High blood pressure among adults,36.3,32.3,40.2,%,4166
36059,36059416300,2023,COPD,Chronic obstructive pulmonary disease among adults,4.7,3.9,5.5,%,3817
36059,36059406702,2023,OBESITY,Obesity among adults,39.8,35.6,43.9,%,5274
36059,36059409200,2023,DIABETES,Diagnosed diabetes among adults,9.0,7.8,10.3,%,6055
36055,36055011303,2023,COPD,Chronic obstructive pulmonary disease among adults,5.2,4.1,6.5,%,3007
36059,36059302000,2023,STROKE,Stroke among adults,2.8,2.5,3.1,%,5330
36055,36055011000,2023,CHD,Coronary heart disease among adults,5.9,5.1,6.8,%,5065
36059,36059411400,2023,DIABETES,Diagnosed diabetes among adults,8.0,6.8,9.2,%,6971
36059,36059411800,2023,CSMOKING,Current cigarette smoking among adults,8.8,6.8,11.0,%,6563
36059,36059409100,2023,CSMOKING,Current cigarette smoking among adults,9.7,8.0,11.4,%,5221
36055,36055015301,2023,CHD,Coronary heart disease among adults,1.0,0.9,1.2,%,2143
36059,36059302700,2023,STROKE,Stroke among adults,2.3,2.0,2.6,%,4593
36059,36059416202,2023,COPD,Chronic obstructive pulmonary disease among adults,5.9,4.9,6.9,%,4928
36059,36059519602,2023,LPA,No leisure-time physical activity among adults,17.7,14.3,20.9,%,2168
36059,36059410900,2023,BPHIGH,High blood pressure among adults,35.0,32.2,37.6,%,6386
36059,36059520502,2023,OBESITY,Obesity among adults,28.5,24.8,32.3,%,5105
36059,36059411000,2023,COPD,Chronic obstructive pulmonary disease among adults,6.6,5.7,7.5,%,6132
36055,36055013503,2023,CHD,Coronary heart disease among adults,6.3,5.5,7.1,%,5501
36059,36059416701,2023,CHD,Coronary heart disease among adults,5.2,4.5,5.9,%,4695
36059,36059404600,2023,STROKE,Stroke among adults,2.5,2.1,2.9,%,4348
36059,36059416402,2023,BPHIGH,High blood pressure among adults,31.8,28.9,34.6,%,3331
36059,36059303700,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.0,8.2,9.9,%,6743
36059,36059412500,2023,OBESITY,Obesity among adults,25.7,22.2,29.4,%,4397
36059,36059521801,2023,STROKE,Stroke among adults,2.5,2.2,2.9,%,3596
36055,36055011506,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.9,10.6,13.1,%,3971
36059,36059416202,2023,CANCER,Cancer (non-skin) or melanoma among adults,7.9,7.1,8.6,%,4928
36059,36059406900,2023,STROKE,Stroke among adults,3.8,3.4,4.2,%,7949
36055,36055013902,2023,DIABETES,Diagnosed diabetes among adults,12.9,11.4,14.6,%,4207
36059,36059407700,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.3,7.5,9.1,%,4907
36059,36059414501,2023,STROKE,Stroke among adults,3.1,2.7,3.4,%,5626
36059,36059411500,2023,BPHIGH,High blood pressure among adults,29.1,26.6,31.6,%,3250
36059,36059521100,2023,DIABETES,Diagnosed diabetes among adults,7.5,6.4,8.7,%,4459
36059,36059519400,2023,CANCER,Cancer (non-skin) or melanoma among adults,8.3,7.5,9.1,%,4406
36059,36059407204,2023,STROKE,Stroke among adults,3.7,3.3,4.1,%,2848
36059,36059520200,2023,CSMOKING,Current cigarette smoking among adults,9.1,7.3,11.0,%,3161
36059,36059521000,2023,COPD,Chronic obstructive pulmonary disease among adults,5.4,4.4,6.7,%,4698
36055,36055014901,2023,STROKE,Stroke among adults,3.1,2.7,3.5,%,5614
36055,36055011712,2023,CSMOKING,Current cigarette smoking among adults,6.9,5.3,8.7,%,5482
36055,36055013901,2023,OBESITY,Obesity among adults,31.3,27.0,36.0,%,3912
36057,36057070200,2023,LPA,No leisure-time physical activity among adults,34.1,28.9,39.6,%,2242
36059,36059416000,2023,OBESITY,Obesity among adults,28.3,24.5,32.0,%,4079
36059,36059413900,2023,BPHIGH,High blood pressure among adults,30.4,28.0,32.9,%,8495
36059,36059301000,2023,CHD,Coronary heart disease among adults,6.1,5.3,7.0,%,5706
36055,36055011903,2023,LPA,No leisure-time physical activity among adults,16.4,13.5,20.0,%,1969
36055,36055012000,2023,COPD,Chronic obstructive pulmonary disease among adults,5.7,4.7,7.0,%,2611
36055,36055013508,2023,BPHIGH,High blood pressure among adults,33.3,30.0,36.7,%,4361
36059,36059416500,2023,OBESITY,Obesity among adults,32.0,28.2,35.8,%,6465
36059,36059303102,2023,COPD,Chronic obstructive pulmonary disease among adults,4.0,3.4,4.7,%,4398
36059,36059413400,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.6,8.7,10.5,%,5982
36059,36059406501,2023,CHD,Coronary heart disease among adults,4.7,4.0,5.4,%,7110
36059,36059406600,2023,LPA,No leisure-time physical activity among adults,16.7,13.8,19.7,%,4381
36059,36059407401,2023,CANCER,Cancer (non-skin) or melanoma among adults,4.9,4.5,5.4,%,5971
36059,36059407802,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.7,8.6,10.9,%,1114
36055,36055012304,2023,COPD,Chronic obstructive pulmonary disease among adults,4.0,3.2,5.0,%,4436
36059,36059411902,2023,COPD,Chronic obstructive pulmonary disease among adults,7.1,5.7,8.5,%,3746
36059,36059520501,2023,OBESITY,Obesity among adults,28.2,24.8,31.8,%,3625
36059,36059410900,2023,DIABETES,Diagnosed diabetes among adults,12.1,10.6,13.6,%,6386
36059,36059415700,2023,CSMOKING,Current cigarette smoking among adults,8.5,6.3,11.0,%,5932
36059,36059521601,2023,CSMOKING,Current cigarette smoking among adults,9.5,7.4,11.9,%,4213
36055,36055011709,2023,OBESITY,Obesity among adults,25.9,21.6,30.4,%,2853
36055,36055014905,2023,OBESITY,Obesity among adults,29.1,24.7,33.8,%,5640
36059,36059519300,2023,CSMOKING,Current cigarette smoking among adults,8.1,6.6,9.7,%,6613
36055,36055014802,2023,CANCER,Cancer (non-skin) or melanoma among adults,11.1,10.1,12.3,%,5281
36059,36059302200,2023,CSMOKING,Current cigarette smoking among adults,7.1,5.6,8.6,%,3882
36059,36059412800,2023,DIABETES,Diagnosed diabetes among adults,8.9,7.7,10.1,%,3406
36059,36059412400,2023,BPHIGH,High blood pressure among adults,34.0,31.2,36.7,%,6179
36059,36059517102,2023,CSMOKING,Current cigarette smoking among adults,8.2,6.4,10.1,%,2483
36059,36059407301,2023,STROKE,Stroke among adults,2.7,2.4,3.0,%,6616
36059,36059405301,2023,LPA,No leisure-time physical activity among adults,24.6,21.2,28.0,%,3712
36059,36059519500,2023,COPD,Chronic obstructive pulmonary disease among adults,4.5,3.8,5.4,%,6079
36059,36059518201,2023,DIABETES,Diagnosed diabetes among adults,8.2,7.2,9.3,%,4498
36059,36059405900,2023,CHD,Coronary heart disease among adults,5.3,4.5,6.1,%,5395
36059,36059412302,2023,DIABETES,Diagnosed diabetes among adults,9.1,7.9,10.5,%,3663
36059,36059406701,2023,DIABETES,Diagnosed diabetes among adults,15.2,13.3,16.9,%,3621
36055,36055011203,2023,BPHIGH,High blood pressure among adults,32.7,29.4,36.3,%,2068
36055,36055015101,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.8,8.9,10.7,%,4651
36055,36055009402,2023,COPD,Chronic obstructive pulmonary disease among adults,3.9,3.4,4.6,%,2092
36059,36059412600,2023,LPA,No leisure-time physical activity among adults,14.0,11.6,17.0,%,4305
36055,36055011506,2023,COPD,Chronic obstructive pulmonary disease among adults,5.1,4.0,6.4,%,3971
36055,36055009404,2023,CANCER,Cancer (non-skin) or melanoma among adults,5.1,4.5,5.6,%,633
36059,36059413001,2023,CANCER,Cancer (non-skin) or melanoma among adults,9.9,8.9,10.9,%,4140
